Branch,City,cogs,Customer type,Date,Gender,gross income,Sum of gross margin percentage,Invoice ID,Payment,Product line,Rating,Sum of Quantity,Tax 5%,Total,Unit price
A,Yangon,413.04,Member,2/25/2019,Female,20.652,4.761904762,355-53-5943,Ewallet,Electronic accessories,5.8,6,20.652,433.692,68.84
A,Yangon,42.47,Normal,01-02-2019,Male,2.1235,4.761904762,504-35-8843,Cash,Sports and travel,5.7,1,2.1235,44.5935,42.47
A,Yangon,42.96,Member,2/27/2019,Male,2.148,4.761904762,105-10-6182,Ewallet,Fashion accessories,6.6,2,2.148,45.108,21.48
A,Yangon,420.72,Member,3/22/2019,Female,21.036,4.761904762,227-03-5010,Credit card,Home and lifestyle,8.5,8,21.036,441.756,52.59
A,Yangon,428.67,Member,1/23/2019,Female,21.4335,4.761904762,316-66-3011,Cash,Food and beverages,5,9,21.4335,450.1035,47.63
A,Yangon,429.55,Normal,3/22/2019,Male,21.4775,4.761904762,550-84-8664,Credit card,Sports and travel,8.6,5,21.4775,451.0275,85.91
A,Yangon,431.3,Member,02-02-2019,Male,21.565,4.761904762,405-31-3305,Credit card,Fashion accessories,5.5,10,21.565,452.865,43.13
A,Yangon,431.9,Normal,02-07-2019,Male,21.595,4.761904762,252-56-2699,Ewallet,Food and beverages,8.2,10,21.595,453.495,43.19
A,Yangon,435.66,Normal,01-01-2019,Male,21.783,4.761904762,765-26-6951,Credit card,Sports and travel,6.9,6,21.783,457.443,72.61
A,Yangon,436.85,Member,1/29/2019,Female,21.8425,4.761904762,800-09-8606,Cash,Home and lifestyle,6.6,5,21.8425,458.6925,87.37
A,Yangon,439.32,Normal,1/21/2019,Male,21.966,4.761904762,462-67-9126,Cash,Home and lifestyle,7.2,6,21.966,461.286,73.22
A,Yangon,440.2,Member,3/20/2019,Male,22.01,4.761904762,828-61-5674,Credit card,Sports and travel,9.6,10,22.01,462.21,44.02
A,Yangon,440.64,Member,03-04-2019,Female,22.032,4.761904762,759-29-9521,Cash,Fashion accessories,8,9,22.032,462.672,48.96
A,Yangon,443.28,Normal,3/23/2019,Male,22.164,4.761904762,407-63-8975,Ewallet,Food and beverages,4.4,6,22.164,465.444,73.88
A,Yangon,447.06,Member,3/20/2019,Male,22.353,4.761904762,760-90-2357,Ewallet,Electronic accessories,5,6,22.353,469.413,74.51
A,Yangon,447.4,Normal,3/30/2019,Female,22.37,4.761904762,361-85-2571,Cash,Sports and travel,7.4,5,22.37,469.77,89.48
A,Yangon,45.58,Member,02-07-2019,Female,2.279,4.761904762,560-49-6611,Cash,Sports and travel,9.8,1,2.279,47.859,45.58
A,Yangon,454.8,Normal,03-01-2019,Female,22.74,4.761904762,811-03-8790,Credit card,Electronic accessories,4.8,10,22.74,477.54,45.48
A,Yangon,456.8,Normal,1/19/2019,Female,22.84,4.761904762,809-69-9497,Ewallet,Home and lifestyle,5.7,10,22.84,479.64,45.68
A,Yangon,457.05,Member,2/25/2019,Female,22.8525,4.761904762,719-89-8991,Ewallet,Sports and travel,7.1,5,22.8525,479.9025,91.41
A,Yangon,46.41,Normal,03-03-2019,Male,2.3205,4.761904762,651-96-5970,Credit card,Fashion accessories,4,1,2.3205,48.7305,46.41
A,Yangon,46.96,Member,3/14/2019,Male,2.348,4.761904762,442-48-3607,Credit card,Food and beverages,7.9,2,2.348,49.308,23.48
A,Yangon,461.45,Member,2/20/2019,Male,23.0725,4.761904762,782-95-9291,Credit card,Food and beverages,9,5,23.0725,484.5225,92.29
A,Yangon,465.76,Member,1/27/2019,Male,23.288,4.761904762,123-19-1176,Ewallet,Health and beauty,8.4,8,23.288,489.048,58.22
A,Yangon,467.7,Normal,1/21/2019,Female,23.385,4.761904762,239-10-7476,Ewallet,Home and lifestyle,8,6,23.385,491.085,77.95
A,Yangon,47.07,Normal,3/14/2019,Female,2.3535,4.761904762,169-52-4504,Credit card,Electronic accessories,5.8,3,2.3535,49.4235,15.69
A,Yangon,47.4,Normal,3/25/2019,Female,2.37,4.761904762,605-03-2706,Cash,Health and beauty,9.5,3,2.37,49.77,15.8
A,Yangon,470.28,Member,01-10-2019,Male,23.514,4.761904762,744-02-5987,Ewallet,Home and lifestyle,5.8,6,23.514,493.794,78.38
A,Yangon,471.2,Member,01-06-2019,Male,23.56,4.761904762,704-11-6354,Cash,Home and lifestyle,8.9,8,23.56,494.76,58.9
A,Yangon,479.75,Member,1/23/2019,Female,23.9875,4.761904762,160-22-2687,Ewallet,Health and beauty,8.8,5,23.9875,503.7375,95.95
A,Yangon,482.51,Member,03-11-2019,Female,24.1255,4.761904762,656-95-9349,Credit card,Health and beauty,4.6,7,24.1255,506.6355,68.93
A,Yangon,483.5,Member,1/14/2019,Female,24.175,4.761904762,667-23-5919,Ewallet,Fashion accessories,7,5,24.175,507.675,96.7
A,Yangon,483.72,Member,2/28/2019,Male,24.186,4.761904762,786-94-2700,Cash,Food and beverages,9.1,6,24.186,507.906,80.62
A,Yangon,486.3,Member,03-04-2019,Male,24.315,4.761904762,689-05-1884,Cash,Health and beauty,8.8,10,24.315,510.615,48.63
A,Yangon,486.64,Member,02-01-2019,Male,24.332,4.761904762,105-31-1824,Credit card,Sports and travel,8.5,7,24.332,510.972,69.52
A,Yangon,490.26,Normal,1/27/2019,Male,24.513,4.761904762,534-01-4457,Credit card,Food and beverages,8,6,24.513,514.773,81.71
A,Yangon,498.9,Member,03-09-2019,Male,24.945,4.761904762,815-11-1168,Cash,Food and beverages,5.4,5,24.945,523.845,99.78
A,Yangon,500.22,Member,3/28/2019,Female,25.011,4.761904762,857-16-3520,Ewallet,Fashion accessories,4.5,7,25.011,525.231,71.46
A,Yangon,505.4,Member,3/26/2019,Male,25.27,4.761904762,411-77-0180,Ewallet,Electronic accessories,4.3,7,25.27,530.67,72.2
A,Yangon,507.36,Normal,03-11-2019,Female,25.368,4.761904762,721-86-6247,Ewallet,Home and lifestyle,7.4,8,25.368,532.728,63.42
A,Yangon,511.04,Member,1/20/2019,Female,25.552,4.761904762,410-67-1709,Ewallet,Fashion accessories,9.9,8,25.552,536.592,63.88
A,Yangon,519.4,Member,03-09-2019,Male,25.97,4.761904762,157-13-5295,Ewallet,Health and beauty,6.5,10,25.97,545.37,51.94
A,Yangon,52.38,Normal,3/26/2019,Male,2.619,4.761904762,807-34-3742,Cash,Fashion accessories,5.8,1,2.619,54.999,52.38
A,Yangon,522.06,Normal,02-04-2019,Male,26.103,4.761904762,404-91-5964,Credit card,Electronic accessories,9,7,26.103,548.163,74.58
A,Yangon,522.6,Member,03-09-2019,Female,26.13,4.761904762,308-47-4913,Credit card,Sports and travel,6.2,10,26.13,548.73,52.26
A,Yangon,522.63,Member,1/19/2019,Male,26.1315,4.761904762,645-44-1170,Ewallet,Home and lifestyle,4.3,9,26.1315,548.7615,58.07
A,Yangon,522.83,Member,01-05-2019,Female,26.1415,4.761904762,750-67-8428,Ewallet,Health and beauty,9.1,7,26.1415,548.9715,74.69
A,Yangon,53.45,Member,3/26/2019,Female,2.6725,4.761904762,587-73-4862,Ewallet,Health and beauty,7.6,5,2.6725,56.1225,10.69
A,Yangon,534.36,Member,1/18/2019,Male,26.718,4.761904762,166-19-2553,Cash,Sports and travel,9.9,6,26.718,561.078,89.06
A,Yangon,547.92,Normal,1/15/2019,Female,27.396,4.761904762,272-65-1806,Ewallet,Electronic accessories,4.7,9,27.396,575.316,60.88
A,Yangon,548.55,Normal,01-07-2019,Male,27.4275,4.761904762,541-48-8554,Credit card,Sports and travel,6,9,27.4275,575.9775,60.95
A,Yangon,55.45,Member,2/26/2019,Male,2.7725,4.761904762,491-38-3499,Credit card,Fashion accessories,4.9,1,2.7725,58.2225,55.45
A,Yangon,552.78,Member,03-06-2019,Female,27.639,4.761904762,802-70-5316,Cash,Sports and travel,8.3,6,27.639,580.419,92.13
A,Yangon,559.68,Normal,2/15/2019,Female,27.984,4.761904762,136-08-6195,Credit card,Home and lifestyle,6.4,8,27.984,587.664,69.96
A,Yangon,560.4,Member,1/14/2019,Male,28.02,4.761904762,588-47-8641,Ewallet,Fashion accessories,4.4,10,28.02,588.42,56.04
A,Yangon,579.12,Normal,01-11-2019,Female,28.956,4.761904762,406-46-7107,Cash,Home and lifestyle,4.5,6,28.956,608.076,96.52
A,Yangon,580,Normal,3/16/2019,Male,29,4.761904762,575-30-8091,Ewallet,Sports and travel,9.2,8,29,609,72.5
A,Yangon,591.18,Member,1/23/2019,Male,29.559,4.761904762,828-46-6863,Credit card,Food and beverages,4,6,29.559,620.739,98.53
A,Yangon,591.66,Normal,01-01-2019,Female,29.583,4.761904762,651-88-7328,Cash,Fashion accessories,7.7,9,29.583,621.243,65.74
A,Yangon,594.6,Normal,1/19/2019,Female,29.73,4.761904762,125-45-2293,Cash,Fashion accessories,4.2,6,29.73,624.33,99.1
A,Yangon,598.98,Member,03-04-2019,Male,29.949,4.761904762,667-92-0055,Ewallet,Health and beauty,8.5,6,29.949,628.929,99.83
A,Yangon,604.17,Normal,02-08-2019,Male,30.2085,4.761904762,373-73-7910,Ewallet,Sports and travel,5.3,7,30.2085,634.3785,86.31
A,Yangon,618.38,Member,2/18/2019,Female,30.919,4.761904762,849-09-3807,Cash,Fashion accessories,6.6,7,30.919,649.299,88.34
A,Yangon,62.48,Member,2/18/2019,Female,3.124,4.761904762,278-97-7759,Cash,Electronic accessories,4.7,1,3.124,65.604,62.48
A,Yangon,626.22,Member,2/19/2019,Male,31.311,4.761904762,868-06-0466,Credit card,Electronic accessories,7.8,9,31.311,657.531,69.58
A,Yangon,63.69,Normal,2/25/2019,Male,3.1845,4.761904762,275-28-0149,Cash,Sports and travel,6,1,3.1845,66.8745,63.69
A,Yangon,635.6,Member,1/16/2019,Male,31.78,4.761904762,648-83-1321,Cash,Home and lifestyle,4.3,10,31.78,667.38,63.56
A,Yangon,641.9,Normal,1/19/2019,Male,32.095,4.761904762,149-61-1929,Credit card,Sports and travel,6.7,10,32.095,673.995,64.19
A,Yangon,647.68,Member,2/17/2019,Male,32.384,4.761904762,612-36-5536,Credit card,Food and beverages,7.4,8,32.384,680.064,80.96
A,Yangon,648.2,Member,2/27/2019,Male,32.41,4.761904762,263-12-5321,Credit card,Electronic accessories,9.3,7,32.41,680.61,92.6
A,Yangon,65.82,Normal,2/22/2019,Male,3.291,4.761904762,347-56-2442,Cash,Home and lifestyle,4.1,1,3.291,69.111,65.82
A,Yangon,655.83,Normal,03-10-2019,Female,32.7915,4.761904762,668-90-8900,Credit card,Home and lifestyle,4.5,7,32.7915,688.6215,93.69
A,Yangon,657.16,Normal,01-05-2019,Female,32.858,4.761904762,489-82-1237,Credit card,Electronic accessories,7.3,7,32.858,690.018,93.88
A,Yangon,66.35,Member,1/31/2019,Male,3.3175,4.761904762,366-93-0948,Credit card,Electronic accessories,9.7,1,3.3175,69.6675,66.35
A,Yangon,664.16,Member,02-03-2019,Female,33.208,4.761904762,430-60-3493,Cash,Home and lifestyle,4.2,7,33.208,697.368,94.88
A,Yangon,672.03,Normal,1/22/2019,Male,33.6015,4.761904762,287-21-9091,Ewallet,Home and lifestyle,9.4,9,33.6015,705.6315,74.67
A,Yangon,674.5,Member,02-03-2019,Male,33.725,4.761904762,443-59-0061,Ewallet,Food and beverages,4.2,10,33.725,708.225,67.45
A,Yangon,675.54,Normal,3/19/2019,Female,33.777,4.761904762,850-41-9669,Ewallet,Electronic accessories,6.2,9,33.777,709.317,75.06
A,Yangon,68.58,Normal,1/15/2019,Female,3.429,4.761904762,886-54-6089,Cash,Home and lifestyle,7.7,6,3.429,72.009,11.43
A,Yangon,68.95,Normal,01-11-2019,Male,3.4475,4.761904762,732-67-5346,Credit card,Food and beverages,7.8,5,3.4475,72.3975,13.79
A,Yangon,687.6,Normal,3/19/2019,Male,34.38,4.761904762,898-04-2717,Ewallet,Fashion accessories,7.5,9,34.38,721.98,76.4
A,Yangon,688.8,Member,03-12-2019,Female,34.44,4.761904762,253-12-6086,Credit card,Sports and travel,8.7,7,34.44,723.24,98.4
A,Yangon,69.46,Normal,03-01-2019,Male,3.473,4.761904762,220-28-1851,Ewallet,Home and lifestyle,9.7,2,3.473,72.933,34.73
A,Yangon,693.44,Member,1/24/2019,Male,34.672,4.761904762,435-13-4908,Credit card,Fashion accessories,7.2,8,34.672,728.112,86.68
A,Yangon,696.85,Normal,3/14/2019,Male,34.8425,4.761904762,189-52-0236,Cash,Electronic accessories,7.6,7,34.8425,731.6925,99.55
A,Yangon,70.56,Member,3/28/2019,Male,3.528,4.761904762,333-23-2632,Cash,Health and beauty,4.2,7,3.528,74.088,10.08
A,Yangon,70.91,Member,03-10-2019,Male,3.5455,4.761904762,239-48-4278,Ewallet,Food and beverages,8.3,7,3.5455,74.4555,10.13
A,Yangon,701.37,Normal,2/27/2019,Female,35.0685,4.761904762,135-84-8019,Ewallet,Fashion accessories,7.6,9,35.0685,736.4385,77.93
A,Yangon,71.15,Member,02-01-2019,Female,3.5575,4.761904762,870-76-1733,Credit card,Food and beverages,4.4,5,3.5575,74.7075,14.23
A,Yangon,71.95,Member,02-04-2019,Male,3.5975,4.761904762,441-94-7118,Cash,Electronic accessories,7.3,1,3.5975,75.5475,71.95
A,Yangon,710.32,Member,2/17/2019,Female,35.516,4.761904762,803-17-8013,Cash,Home and lifestyle,4.1,8,35.516,745.836,88.79
A,Yangon,713.8,Normal,3/29/2019,Female,35.69,4.761904762,829-34-3910,Cash,Health and beauty,5.7,10,35.69,749.49,71.38
A,Yangon,716.8,Normal,02-07-2019,Male,35.84,4.761904762,635-40-6220,Ewallet,Health and beauty,6.6,8,35.84,752.64,89.6
A,Yangon,72.52,Member,01-10-2019,Female,3.626,4.761904762,665-32-9167,Credit card,Health and beauty,7.2,2,3.626,76.146,36.26
A,Yangon,72.72,Member,1/21/2019,Female,3.636,4.761904762,316-68-6352,Cash,Food and beverages,7.1,2,3.636,76.356,36.36
A,Yangon,720.16,Normal,3/21/2019,Female,36.008,4.761904762,448-61-3783,Credit card,Electronic accessories,4.5,8,36.008,756.168,90.02
A,Yangon,723.5,Member,1/20/2019,Female,36.175,4.761904762,817-48-8732,Cash,Home and lifestyle,5.4,10,36.175,759.675,72.35
A,Yangon,727.8,Member,02-03-2019,Male,36.39,4.761904762,742-04-5161,Cash,Home and lifestyle,7.3,10,36.39,764.19,72.78
A,Yangon,73.1,Normal,03-04-2019,Male,3.655,4.761904762,227-50-3718,Cash,Health and beauty,4.4,5,3.655,76.755,14.62
A,Yangon,73.26,Member,1/27/2019,Male,3.663,4.761904762,585-90-0249,Ewallet,Electronic accessories,9.7,1,3.663,76.923,73.26
A,Yangon,734.7,Member,3/23/2019,Female,36.735,4.761904762,884-80-6021,Ewallet,Electronic accessories,9.5,10,36.735,771.435,73.47
A,Yangon,74.07,Normal,02-10-2019,Male,3.7035,4.761904762,400-60-7251,Ewallet,Home and lifestyle,9.9,1,3.7035,77.7735,74.07
A,Yangon,74.1,Normal,1/25/2019,Male,3.705,4.761904762,843-73-4724,Cash,Fashion accessories,9.2,1,3.705,77.805,74.1
A,Yangon,742.2,Member,01-01-2019,Female,37.11,4.761904762,416-17-9926,Credit card,Electronic accessories,4.3,10,37.11,779.31,74.22
A,Yangon,744.4,Normal,2/27/2019,Female,37.22,4.761904762,243-55-8457,Ewallet,Food and beverages,5.1,10,37.22,781.62,74.44
A,Yangon,744.96,Normal,02-07-2019,Female,37.248,4.761904762,453-33-6436,Cash,Home and lifestyle,6.8,8,37.248,782.208,93.12
A,Yangon,749.16,Normal,1/29/2019,Male,37.458,4.761904762,746-94-0204,Credit card,Fashion accessories,7.4,9,37.458,786.618,83.24
A,Yangon,75.38,Member,2/20/2019,Male,3.769,4.761904762,546-80-2899,Ewallet,Home and lifestyle,9.5,2,3.769,79.149,37.69
A,Yangon,76.82,Member,2/13/2019,Male,3.841,4.761904762,563-36-9814,Ewallet,Electronic accessories,7.2,1,3.841,80.661,76.82
A,Yangon,769.2,Member,3/17/2019,Male,38.46,4.761904762,880-46-5796,Ewallet,Sports and travel,5.6,10,38.46,807.66,76.92
A,Yangon,77.1,Normal,1/17/2019,Male,3.855,4.761904762,445-30-9252,Ewallet,Sports and travel,6.1,3,3.855,80.955,25.7
A,Yangon,77.52,Normal,03-10-2019,Male,3.876,4.761904762,696-90-2548,Ewallet,Sports and travel,6.6,3,3.876,81.396,25.84
A,Yangon,778.32,Normal,03-09-2019,Female,38.916,4.761904762,652-43-6591,Credit card,Fashion accessories,6.2,8,38.916,817.236,97.29
A,Yangon,78.94,Member,03-02-2019,Female,3.947,4.761904762,860-73-6466,Credit card,Sports and travel,5,2,3.947,82.887,39.47
A,Yangon,787.7,Normal,1/24/2019,Male,39.385,4.761904762,232-11-3025,Cash,Sports and travel,6.4,10,39.385,827.085,78.77
A,Yangon,79.44,Member,3/21/2019,Female,3.972,4.761904762,512-98-1403,Ewallet,Electronic accessories,4.7,3,3.972,83.412,26.48
A,Yangon,79.74,Normal,03-06-2019,Female,3.987,4.761904762,885-17-6250,Ewallet,Health and beauty,7.3,1,3.987,83.727,79.74
A,Yangon,796.48,Normal,2/14/2019,Female,39.824,4.761904762,638-60-7125,Credit card,Electronic accessories,5.2,8,39.824,836.304,99.56
A,Yangon,80.71,Normal,1/28/2019,Male,4.0355,4.761904762,865-41-9075,Cash,Food and beverages,8.1,7,4.0355,84.7455,11.53
A,Yangon,802.89,Member,1/15/2019,Female,40.1445,4.761904762,138-17-5109,Credit card,Home and lifestyle,6.5,9,40.1445,843.0345,89.21
A,Yangon,812.1,Normal,1/17/2019,Female,40.605,4.761904762,698-98-5964,Credit card,Food and beverages,6.3,10,40.605,852.705,81.21
A,Yangon,83.08,Member,1/31/2019,Male,4.154,4.761904762,187-83-5490,Cash,Electronic accessories,4.7,4,4.154,87.234,20.77
A,Yangon,84.48,Normal,1/24/2019,Male,4.224,4.761904762,237-44-6163,Cash,Electronic accessories,7.6,8,4.224,88.704,10.56
A,Yangon,845.64,Normal,3/20/2019,Male,42.282,4.761904762,805-86-0265,Cash,Home and lifestyle,9.8,9,42.282,887.922,93.96
A,Yangon,86.38,Normal,03-04-2019,Female,4.319,4.761904762,586-25-0848,Credit card,Sports and travel,6.7,7,4.319,90.699,12.34
A,Yangon,86.5,Normal,3/20/2019,Male,4.325,4.761904762,213-72-6612,Cash,Food and beverages,6.2,2,4.325,90.825,43.25
A,Yangon,87.9,Member,02-05-2019,Male,4.395,4.761904762,325-89-4209,Ewallet,Food and beverages,6.7,1,4.395,92.295,87.9
A,Yangon,877.32,Member,3/14/2019,Female,43.866,4.761904762,139-32-4183,Ewallet,Sports and travel,7.4,9,43.866,921.186,97.48
A,Yangon,88.04,Member,1/29/2019,Female,4.402,4.761904762,569-76-2760,Credit card,Sports and travel,6.6,4,4.402,92.442,22.01
A,Yangon,88.68,Member,3/27/2019,Male,4.434,4.761904762,106-35-6779,Cash,Home and lifestyle,5.8,2,4.434,93.114,44.34
A,Yangon,882.81,Normal,2/17/2019,Male,44.1405,4.761904762,827-77-7633,Cash,Sports and travel,9.3,9,44.1405,926.9505,98.09
A,Yangon,886.7,Member,01-12-2019,Male,44.335,4.761904762,704-48-3927,Ewallet,Electronic accessories,7.3,10,44.335,931.035,88.67
A,Yangon,887.94,Member,2/19/2019,Female,44.397,4.761904762,384-59-6655,Cash,Food and beverages,8.4,9,44.397,932.337,98.66
A,Yangon,89.28,Member,03-01-2019,Female,4.464,4.761904762,247-11-2470,Credit card,Fashion accessories,4.4,4,4.464,93.744,22.32
A,Yangon,89.69,Normal,01-11-2019,Male,4.4845,4.761904762,478-06-7835,Ewallet,Fashion accessories,4.9,1,4.4845,94.1745,89.69
A,Yangon,89.7,Member,1/23/2019,Male,4.485,4.761904762,604-70-6476,Ewallet,Fashion accessories,6.8,5,4.485,94.185,17.94
A,Yangon,906.5,Member,03-08-2019,Female,45.325,4.761904762,325-77-6186,Ewallet,Home and lifestyle,7.3,10,45.325,951.825,90.65
A,Yangon,91.3,Member,2/14/2019,Male,4.565,4.761904762,528-14-9470,Ewallet,Health and beauty,9.2,1,4.565,95.865,91.3
A,Yangon,91.56,Normal,2/15/2019,Male,4.578,4.761904762,372-94-8041,Ewallet,Health and beauty,9.8,6,4.578,96.138,15.26
A,Yangon,91.61,Member,3/20/2019,Female,4.5805,4.761904762,436-54-4512,Cash,Food and beverages,9.8,1,4.5805,96.1905,91.61
A,Yangon,92.04,Normal,1/22/2019,Male,4.602,4.761904762,460-35-4390,Ewallet,Home and lifestyle,9.1,3,4.602,96.642,30.68
A,Yangon,93.16,Member,3/19/2019,Male,4.658,4.761904762,737-88-5876,Credit card,Home and lifestyle,5.9,4,4.658,97.818,23.29
A,Yangon,93.22,Normal,2/26/2019,Female,4.661,4.761904762,702-72-0487,Credit card,Electronic accessories,6.6,2,4.661,97.881,46.61
A,Yangon,95,Normal,3/16/2019,Male,4.75,4.761904762,290-68-2984,Cash,Home and lifestyle,5.2,4,4.75,99.75,23.75
A,Yangon,95.15,Normal,3/22/2019,Male,4.7575,4.761904762,674-56-6360,Cash,Electronic accessories,6,1,4.7575,99.9075,95.15
A,Yangon,95.36,Member,2/24/2019,Female,4.768,4.761904762,186-43-8965,Credit card,Home and lifestyle,4.1,2,4.768,100.128,47.68
A,Yangon,97.16,Normal,03-08-2019,Male,4.858,4.761904762,594-34-4444,Ewallet,Electronic accessories,7.2,1,4.858,102.018,97.16
A,Yangon,97.94,Normal,03-07-2019,Male,4.897,4.761904762,643-38-7867,Ewallet,Home and lifestyle,6.9,1,4.897,102.837,97.94
A,Yangon,98.7,Normal,2/17/2019,Male,4.935,4.761904762,634-97-8956,Credit card,Food and beverages,9.1,3,4.935,103.635,32.9
A,Yangon,989.8,Normal,02-08-2019,Male,49.49,4.761904762,687-47-8271,Credit card,Fashion accessories,8.7,10,49.49,1039.29,98.98
B,Mandalay,101.52,Normal,3/17/2019,Female,5.076,4.761904762,152-03-4217,Credit card,Home and lifestyle,4.3,9,5.076,106.596,11.28
B,Mandalay,102.04,Member,03-09-2019,Male,5.102,4.761904762,529-56-3974,Cash,Electronic accessories,6.8,4,5.102,107.142,25.51
B,Mandalay,102.2,Normal,1/26/2019,Male,5.11,4.761904762,641-43-2399,Ewallet,Home and lifestyle,5.7,4,5.11,107.31,25.55
B,Mandalay,104.88,Member,1/18/2019,Female,5.244,4.761904762,821-14-9046,Credit card,Fashion accessories,6.1,6,5.244,110.124,17.48
B,Mandalay,106.88,Normal,1/20/2019,Male,5.344,4.761904762,378-24-2715,Ewallet,Home and lifestyle,4.1,2,5.344,112.224,53.44
B,Mandalay,109.7,Member,03-05-2019,Male,5.485,4.761904762,291-32-1427,Ewallet,Fashion accessories,5.3,5,5.485,115.185,21.94
B,Mandalay,110.61,Member,3/26/2019,Female,5.5305,4.761904762,487-79-6868,Credit card,Home and lifestyle,8,9,5.5305,116.1405,12.29
B,Mandalay,111.34,Member,3/27/2019,Male,5.567,4.761904762,794-32-2436,Ewallet,Electronic accessories,6,2,5.567,116.907,55.67
B,Mandalay,112.44,Normal,1/20/2019,Male,5.622,4.761904762,356-44-8813,Credit card,Home and lifestyle,7.7,3,5.622,118.062,37.48
B,Mandalay,113.58,Member,02-10-2019,Male,5.679,4.761904762,669-54-1719,Credit card,Electronic accessories,8.1,6,5.679,119.259,18.93
B,Mandalay,114.44,Normal,01-12-2019,Female,5.722,4.761904762,848-07-1692,Ewallet,Health and beauty,8.3,2,5.722,120.162,57.22
B,Mandalay,115.78,Member,1/17/2019,Male,5.789,4.761904762,349-97-8902,Ewallet,Food and beverages,8.9,2,5.789,121.569,57.89
B,Mandalay,119.68,Normal,2/23/2019,Female,5.984,4.761904762,396-90-2219,Cash,Electronic accessories,8.6,8,5.984,125.664,14.96
B,Mandalay,119.72,Member,1/13/2019,Male,5.986,4.761904762,339-38-9982,Ewallet,Fashion accessories,6.7,2,5.986,125.706,59.86
B,Mandalay,119.73,Member,2/21/2019,Male,5.9865,4.761904762,503-21-4385,Ewallet,Health and beauty,9.3,3,5.9865,125.7165,39.91
B,Mandalay,121.92,Normal,1/25/2019,Female,6.096,4.761904762,261-12-8671,Credit card,Fashion accessories,4.9,2,6.096,128.016,60.96
B,Mandalay,122.31,Normal,3/15/2019,Male,6.1155,4.761904762,760-54-1821,Cash,Home and lifestyle,5.8,9,6.1155,128.4255,13.59
B,Mandalay,123.85,Normal,3/24/2019,Female,6.1925,4.761904762,560-30-5617,Cash,Sports and travel,8.5,5,6.1925,130.0425,24.77
B,Mandalay,127,Normal,02-08-2019,Male,6.35,4.761904762,830-58-2383,Cash,Home and lifestyle,8.6,4,6.35,133.35,31.75
B,Mandalay,127.54,Normal,03-10-2019,Male,6.377,4.761904762,596-42-3999,Credit card,Food and beverages,6.6,7,6.377,133.917,18.22
B,Mandalay,128.91,Normal,02-03-2019,Female,6.4455,4.761904762,322-02-2271,Cash,Sports and travel,9.3,3,6.4455,135.3555,42.97
B,Mandalay,129.66,Member,01-08-2019,Female,6.483,4.761904762,767-97-4650,Credit card,Sports and travel,8,2,6.483,136.143,64.83
B,Mandalay,130.48,Member,1/29/2019,Male,6.524,4.761904762,110-48-7033,Cash,Fashion accessories,9,4,6.524,137.004,32.62
B,Mandalay,132.06,Normal,01-02-2019,Male,6.603,4.761904762,744-09-5786,Cash,Electronic accessories,7.6,6,6.603,138.663,22.01
B,Mandalay,132.36,Normal,3/18/2019,Male,6.618,4.761904762,776-68-1096,Credit card,Home and lifestyle,7.9,3,6.618,138.978,44.12
B,Mandalay,135,Normal,2/27/2019,Female,6.75,4.761904762,400-45-1220,Credit card,Health and beauty,4.8,10,6.75,141.75,13.5
B,Mandalay,137.13,Normal,3/26/2019,Female,6.8565,4.761904762,734-91-1155,Credit card,Electronic accessories,7.7,3,6.8565,143.9865,45.71
B,Mandalay,138.06,Normal,01-12-2019,Male,6.903,4.761904762,751-15-6198,Ewallet,Sports and travel,7.9,6,6.903,144.963,23.01
B,Mandalay,138.16,Normal,1/31/2019,Male,6.908,4.761904762,286-75-7818,Credit card,Fashion accessories,6.9,2,6.908,145.068,69.08
B,Mandalay,138.48,Member,1/24/2019,Female,6.924,4.761904762,510-79-0415,Ewallet,Sports and travel,4.9,6,6.924,145.404,23.08
B,Mandalay,139.02,Normal,03-01-2019,Male,6.951,4.761904762,207-73-1363,Ewallet,Health and beauty,8.1,2,6.951,145.971,69.51
B,Mandalay,139.26,Normal,01-04-2019,Male,6.963,4.761904762,656-16-1063,Credit card,Sports and travel,4.4,3,6.963,146.223,46.42
B,Mandalay,139.36,Normal,02-10-2019,Female,6.968,4.761904762,695-51-0018,Cash,Sports and travel,7.4,4,6.968,146.328,34.84
B,Mandalay,141.9,Normal,03-06-2019,Male,7.095,4.761904762,715-20-1673,Cash,Electronic accessories,9.4,5,7.095,148.995,28.38
B,Mandalay,144.08,Member,02-04-2019,Female,7.204,4.761904762,198-66-9832,Cash,Fashion accessories,9.5,2,7.204,151.284,72.04
B,Mandalay,144.27,Member,02-10-2019,Male,7.2135,4.761904762,378-07-7001,Credit card,Electronic accessories,7.8,3,7.2135,151.4835,48.09
B,Mandalay,144.3,Normal,1/22/2019,Female,7.215,4.761904762,120-54-2248,Credit card,Food and beverages,8,5,7.215,151.515,28.86
B,Mandalay,144.78,Normal,1/13/2019,Male,7.239,4.761904762,355-34-6244,Credit card,Food and beverages,8.1,2,7.239,152.019,72.39
B,Mandalay,145.5,Member,01-08-2019,Female,7.275,4.761904762,387-49-4215,Cash,Sports and travel,6.7,3,7.275,152.775,48.5
B,Mandalay,145.56,Member,03-05-2019,Female,7.278,4.761904762,510-95-6347,Ewallet,Food and beverages,4,3,7.278,152.838,48.52
